index,label
10434,0
2600,0
205,0
9137,0
10930,1
6048,0
8427,0
7042,1
7476,1
14250,0
5795,0
4374,0
3218,1
3249,1
12265,1
13332,1
444,0
795,0
15716,1
2925,0
6656,1
6701,1
8175,1
14514,0
6031,0
6264,0
8879,0
4591,1
4976,1
2159,0
13116,0
3944,0
7739,0
13089,1
4055,0
4280,1
3170,0
5375,0
1798,0
8479,1
6946,1
12587,0
2853,0
2743,1
285,0
1793,1
8919,0
12510,1
5460,0
8009,0
7536,1
9145,0
6523,1
12430,1
10915,1
14817,0
9299,1
15839,1
10371,0
13994,1
2852,0
8338,1
11924,1
12523,0
1730,1
9691,1
11592,1
781,1
13905,0
3659,0
6004,1
980,0
15290,0
2002,0
223,1
5980,0
8595,0
1674,0
7639,0
3670,0
11632,1
15449,0
14212,0
4077,0
13594,1
4467,0
7427,0
1973,0
5036,0
14779,0
10247,0
8401,0
3631,1
13982,0
9858,1
8483,0
15569,0
8952,1
8845,0
1318,1
3796,0
8264,1
3859,1
8113,0
14274,0
9318,0
10241,0
10894,0
6990,0
435,0
10572,0
14404,1
10884,0
924,0
3024,0
14099,1
7228,1
7691,0
11263,1
1286,0
9729,0
13127,0
5004,0
7518,0
5234,0
12022,0
6196,0
4883,0
5044,0
7724,0
12892,0
6259,0
9870,1
8895,1
13724,1
8097,0
3552,0
3353,1
3991,1
9357,1
7333,0
14967,0
13949,1
7937,0
9838,1
9283,0
4545,0
8006,0
5920,0
15123,0
15505,1
13092,0
12325,0
10109,1
3322,0
724,0
4890,1
6971,0
11131,0
11699,1
10203,0
8535,1
15725,1
10777,0
2336,0
11293,1
12369,0
4747,0
1224,1
1809,0
12360,1
5167,1
123,0
5286,1
2301,0
38,1
9554,1
9196,1
13248,0
2597,0
15202,0
8141,0
5458,1
1861,0
8053,1
13383,0
13672,0
12392,0
2537,0
10913,1
2838,0
12815,0
6926,0
15917,0
7671,0
5568,1
11573,1
9296,1
4228,0
15000,1
2003,1
1428,1
10352,1
12282,0
4711,1
5674,1
13102,0
5179,1
7817,1
11721,0
9166,0
5059,1
11860,0
12862,0
14721,0
15079,0
14962,0
7101,0
1256,0
14388,0
14037,1
2422,0
10956,0
4273,1
2756,0
15345,0
6626,0
11752,1
4340,1
12734,1
12376,0
820,0
7576,0
5902,0
8866,1
15082,1
4998,1
1631,0
4182,0
5532,1
15036,1
15574,0
12157,1
7465,1
1230,0
12116,0
4607,1
9874,0
9960,0
7826,1
15751,0
6312,0
13932,0
3698,1
13432,0
7068,0
3793,0
12670,0
12267,0
14132,1
3191,0
13906,0
13965,1
1461,0
2887,1
9269,0
2300,0
11304,1
12814,1
5388,0
1897,0
3951,0
9176,0
13651,1
4644,0
354,0
6641,1
2690,0
11285,0
5446,0
5024,1
14633,0
14170,0
2462,1
15686,0
14615,0
10817,0
7543,0
10904,0
14627,1
2916,1
10205,1
13192,1
15714,0
9630,1
6556,1
7488,0
2257,0
15420,0
1211,1
6993,0
1002,0
14782,0
5842,0
247,0
12413,1
3336,0
796,1
5380,0
15944,0
1425,0
13768,0
8236,0
2549,1
11664,0
1982,0
3242,1
3786,0
11975,1
15854,0
5927,0
5847,0
4051,0
941,0
3890,1
4082,1
9916,1
15466,0
9295,0
10922,0
9263,1
2900,0
287,0
15783,1
5743,0
15907,0
5085,1
10122,1
9483,1
13307,1
4947,0
565,1
13708,1
8165,0
1701,1
385,0
82,0
12566,0
15902,1
7892,1
9824,0
11737,0
3140,1
9151,1
10366,0
9715,1
8601,0
111,1
14026,1
12318,0
12002,0
5971,0
11145,0
7300,1
15566,0
9244,0
15605,0
369,0
7272,0
9189,0
9372,1
433,0
11241,0
15668,0
1487,0
15760,1
12748,0
9235,1
912,1
5636,0
10116,1
5187,0
9280,0
992,1
9442,1
8316,1
9982,0
9644,1
1721,0
13367,0
14937,0
15076,0
4728,0
12899,0
10974,1
4349,0
8081,1
6865,1
2850,0
1102,0
8149,1
1806,0
11258,1
598,1
6534,1
10516,1
11830,0
8457,1
3316,0
13440,0
137,0
13115,0
9760,1
4036,1
7966,0
11543,0
13326,0
10856,1
6188,1
13605,0
14086,0
7296,0
10326,1
8211,0
8588,1
11642,1
9463,1
8465,1
5108,0
15507,0
5702,0
8846,1
11725,1
6108,0
5581,0
9929,1
3970,0
13012,1
751,1
9992,0
15327,1
7738,0
731,0
14698,1
9882,1
7829,1
4833,0
2119,0
6646,1
2374,1
1321,0
12441,0
15218,0
10331,0
10581,0
8768,1
13595,0
4671,1
12399,0
1939,0
7843,0
4256,1
4554,0
9552,1
9783,1
15560,0
1046,0
7274,0
6151,1
11215,1
2199,1
10982,0
11110,1
2371,1
12537,0
14770,0
11173,0
15023,0
3059,0
12251,1
8835,0
12628,0
1522,1
2285,1
6163,0
15454,1
4434,0
7769,0
2126,0
14744,1
3211,1
9541,0
8166,0
8129,0
4700,1
9863,1
10730,0
8349,1
8356,1
9515,0
6916,0
3830,1
8729,1
3049,0
4648,0
4800,0
6135,1
14149,1
1191,0
1955,0
11839,0
54,0
14458,1
14628,0
6820,1
15876,0
4367,0
2365,0
448,0
894,0
11523,1
3451,0
519,1
15797,0
12495,1
2258,0
12961,1
9538,0
10661,0
8990,0
11921,1
6002,0
5232,1
9524,1
37,0
829,1
4005,0
246,1
2179,0
8073,1
10637,0
12229,0
7520,0
14547,0
3877,0
14069,0
14456,1
7367,1
456,1
1835,1
6160,0
12994,1
389,0
8648,0
7437,0
13039,1
12876,0
3528,0
15357,1
14426,0
11744,0
12528,0
9037,0
2547,0
9387,1
2328,0
7662,0
15941,1
3506,1
2769,0
13148,1
10796,0
790,1
11255,0
9169,0
12823,1
4746,0
5557,1
1452,1
7663,0
13888,1
1293,0
5939,0
7846,0
11794,1
1384,1
10360,0
15543,1
13572,0
3246,1
15192,0
12889,0
11219,1
8286,0
2091,0
12847,1
4939,1
12674,0
10706,0
313,0
14903,0
10381,0
7524,0
2099,0
13098,0
14156,1
41,0
11710,1
9950,0
2824,1
11628,1
6366,1
2640,1
15584,0
13553,0
14476,1
9751,0
1929,1
13441,0
4361,0
4894,0
8643,1
3070,1
6802,1
13308,1
12010,0
15812,0
11380,1
12362,0
9707,0
10610,1
6554,1
15914,1
11896,1
13152,1
641,0
3273,0
9323,1
5901,1
6413,0
1063,1
11458,0
3320,0
10680,1
7697,1
7095,0
1546,0
15245,0
13293,1
1451,1
14205,0
8684,0
8325,0
14793,0
13376,1
5242,0
4881,0
3769,0
510,0
1900,0
9099,0
1654,0
11283,1
2709,0
7977,1
11655,0
879,0
3889,0
3090,0
13807,0
824,1
10491,0
15203,0
3177,1
1731,0
2634,1
13631,0
14816,0
12117,0
12504,0
4670,1
429,1
240,1
7726,0
11796,0
11317,1
27,0
14134,0
7835,0
4422,0
4115,0
4798,0
15237,0
10771,0
6174,0
2182,1
11295,0
15048,1
6965,0
15071,0
13112,0
4787,0
4258,0
4206,0
14856,0
7903,1
10978,0
9455,0
8881,0
3954,0
6790,0
15362,0
5828,1
3814,0
6586,1
5198,0
6974,0
10232,0
791,1
4988,1
12685,0
13329,1
4429,1
7634,0
5704,1
10748,0
4720,1
12211,0
9742,1
14989,0
14284,0
12935,0
8070,0
8549,1
15879,0
7617,0
4285,1
3164,0
5067,1
10881,1
8065,0
1338,0
15172,0
4594,0
14727,0
1571,1
8388,0
8252,1
3185,0
4097,0
12363,0
15119,1
8019,0
7592,1
6730,0
13588,0
611,0
423,0
13362,1
2628,0
5351,0
13563,1
1193,0
9370,0
13790,0
2343,0
203,0
8066,1
437,0
1181,0
3089,0
5547,0
8924,0
13361,0
2484,1
13186,0
11779,1
13099,0
4528,0
1105,0
10296,0
7615,0
5444,0
6587,1
2434,1
11402,0
8352,0
9603,1
10143,0
14902,0
9559,1
8695,0
2352,0
11848,0
9657,0
13517,0
11976,1
4887,0
1551,0
4955,1
12754,1
7406,1
3153,0
13246,0
7065,0
12270,1
9077,0
10171,1
9277,0
12970,1
2513,0
10250,0
3279,0
4068,0
6191,1
187,0
13885,1
15896,0
12461,0
14552,0
10969,0
9297,0
13257,1
5248,0
14186,0
8161,0
1975,0
3326,1
14708,0
68,0
8707,1
13531,1
8853,0
3083,1
13347,0
6402,0
5193,1
1079,1
3502,0
12314,0
7828,0
8414,1
10158,0
2464,1
9512,0
8319,0
4062,0
14383,1
2314,0
11900,1
6361,0
11413,0
3641,0
14408,0
7191,1
1916,1
1505,0
1538,1
7704,1
6310,0
4282,0
8888,1
13702,0
13677,1
8433,0
3429,0
12448,0
9688,0
10378,1
5645,0
13342,1
10468,1
7711,0
12041,0
14416,1
10718,0
2266,0
11838,0
8920,1
7541,0
5214,0
15746,0
8092,0
11139,0
7510,0
9035,0
12361,0
13577,1
3965,0
2983,0
15608,1
10027,0
10966,1
5456,1
395,1
2703,1
156,1
1619,0
5291,0
14658,0
6404,1
2772,1
13645,1
13470,1
8647,1
1991,1
2413,0
1633,0
10531,0
5150,0
3508,0
670,0
498,0
7701,0
12623,0
14366,0
5919,1
5121,0
838,0
3291,0
9394,1
4335,1
10634,0
823,1
13134,0
5796,0
12937,0
1915,1
13811,0
400,0
4489,1
10164,1
1274,1
2255,0
9474,0
1454,1
14251,1
12680,1
2492,0
1054,1
13950,0
5820,1
7110,0
7140,0
3551,1
6475,0
9313,1
11473,0
5478,0
14780,0
3881,0
8654,0
12997,0
2485,1
5644,0
11049,1
10150,0
13996,1
13324,0
6103,0
9368,0
13291,0
3726,0
4665,1
3504,1
10565,1
6797,0
3981,0
7803,0
8431,0
9917,1
15426,0
9551,0
7637,1
14446,1
1589,1
15758,0
11126,1
13864,1
10717,0
14986,0
7672,0
12570,1
2476,0
14392,0
12402,0
7542,1
4310,0
13055,1
15504,0
12682,0
10124,0
3129,0
12580,1
2186,0
12347,1
11441,0
8436,1
12210,0
2054,1
9192,1
10415,0
15098,1
1874,0
9324,0
10063,1
257,0
15176,0
850,0
3082,0
9822,1
4060,0
1146,0
2191,0
2234,0
7440,0
5243,1
8547,0
15157,0
5846,0
11426,0
7097,1
6547,0
5049,1
265,1
7722,1
7007,0
1037,1
10624,0
9936,1
15527,0
4404,0
9450,0
12583,1
14885,1
6231,0
2581,0
8267,0
13104,1
3382,0
5099,0
1914,1
1372,0
970,1
14605,0
9749,0
480,0
14084,1
12364,1
6326,1
5745,0
6726,0
15277,1
11601,0
15835,0
7063,1
7394,0
2726,0
10628,1
5197,0
1263,1
1996,1
4128,0
6582,1
9396,0
1795,0
1734,1
8088,0
14353,0
12601,0
1766,0
10999,1
15757,0
381,0
4895,1
3701,0
6468,0
15995,0
2820,0
10924,0
13022,0
12156,0
5174,0
8229,0
2975,0
11952,0
4772,1
10927,0
7201,0
14879,0
8069,0
4448,0
933,0
9491,0
4044,0
8521,0
10471,0
7500,0
705,0
4637,0
14919,0
206,0
10479,1
9830,0
11072,0
6697,1
12778,1
3374,0
2707,0
2152,1
10763,0
4332,0
13443,1
12999,0
10696,0
10938,1
6408,0
9894,0
7396,0
11831,1
7531,1
721,1
5517,0
10234,0
3540,0
8545,0
14890,0
144,0
5886,1
7313,0
7408,0
9609,0
6150,0
197,0
862,1
3918,0
4322,0
9272,0
6771,0
9834,1
1928,0
2298,0
14277,1
1956,0
4679,0
5701,0
5605,0
685,0
4860,1
304,1
1829,1
1735,0
2875,1
9304,0
12875,0
1891,0
4054,1
5440,0
359,0
3155,0
15046,1
11055,0
2886,1
2784,1
15707,0
9021,1
10814,0
446,0
9646,0
9889,0
1157,1
6373,0
11958,0
13395,1
945,0
3837,0
12059,1
14687,1
13630,0
8743,0
1732,1
4373,0
14245,0
15227,0
6492,0
10670,1
7337,0
2817,0
6706,0
10781,1
3593,0
9178,0
2866,0
9752,1
5889,0
9826,0
14833,0
1989,0
5272,1
6828,0
15982,0
224,1
11385,0
3822,0
1892,0
10750,0
2489,0
14306,1
938,0
4123,0
12819,1
3284,0
1764,0
3195,0
3568,1
926,1
11162,0
6121,1
3143,0
5245,0
12018,1
13394,1
346,0
12912,0
14321,1
14159,1
6936,0
14157,1
175,1
2879,0
6085,0
14356,1
10421,1
10317,0
10532,0
4867,0
15752,0
8675,0
13822,0
1394,0
8975,0
7477,1
13405,0
10533,0
2074,0
14367,0
3639,0
11469,0
13031,0
2147,0
4301,0
8466,1
6223,0
5401,0
13333,1
1902,1
7146,0
11018,0
15374,1
14223,0
5785,1
6718,1
10503,1
11389,1
10826,0
2625,0
12667,0
9346,0
3768,0
1272,0
15289,0
14877,1
13966,0
6973,0
13777,1
4135,1
8080,1
7298,0
11340,1
12128,0
9294,0
9405,0
161,0
352,1
11512,0
8028,0
5316,1
6436,0
10650,0
4476,0
1496,1
9656,1
8568,0
2889,0
7527,1
9779,0
1489,0
15087,1
13541,0
3351,0
14083,0
12299,0
6096,0
649,1
4824,0
1723,0
9177,0
133,1
4072,0
6613,0
2969,0
5725,0
8557,0
12561,1
13404,0
11618,0
2270,0
190,1
14329,0
8999,0
2500,0
5436,0
9736,0
12253,0
8407,0
11781,1
177,0
5384,0
2468,0
2708,1
6419,1
5637,1
13249,0
5442,0
3366,1
4547,0
10666,0
11490,0
6690,1
10276,0
14510,1
3333,0
9880,0
4790,0
2451,0
5030,1
13743,0
7393,0
10830,1
855,1
13889,0
14983,0
10525,1
8134,0
13741,0
5868,1
10506,1
8173,0
6627,1
15316,0
3176,0
3025,0
1827,0
2113,0
8243,1
5200,0
4663,0
12798,1
748,0
14002,0
6761,0
13773,0
12058,1
9622,0
8458,0
9850,0
14491,1
10735,1
1889,1
5738,1
12260,0
14425,1
3548,0
12664,0
13854,1
10072,1
11886,1
12661,1
6591,0
10175,1
13313,1
939,1
7727,0
10453,0
4430,0
10534,1
921,1
1565,0
10011,1
11419,1
12023,1
11096,1
3172,0
8446,0
11671,0
8096,1
13139,1
2728,1
6539,0
11147,0
4195,0
15719,1
13387,0
2534,0
9427,1
5319,0
2173,0
3398,1
14397,1
1446,1
8473,0
8021,1
6465,1
15179,0
9584,1
13633,0
650,1
15208,0
15942,0
8616,0
8203,1
4905,0
15682,1
3850,1
11537,1
9286,0
8245,0
11245,1
12605,1
6133,1
4176,0
6542,0
14207,0
6315,1
15312,0
2955,0
4962,1
8934,0
5877,0
8485,0
12653,1
3383,1
1601,0
1067,1
1699,0
5925,0
2583,0
7464,0
10402,1
15538,0
10510,0
4983,1
844,0
7665,1
11232,1
12568,1
15452,0
8224,0
7088,1
10422,1
10031,0
7786,0
3761,0
13305,0
4252,0
6340,1
213,0
4058,1
9856,1
9012,0
13682,0
1694,1
5488,0
4119,0
13579,0
4707,0
142,1
3669,0
837,1
811,1
1675,1
7884,0
12850,1
4187,1
12881,1
8496,0
11538,0
9239,0
1872,1
12635,0
15645,0
8829,0
5942,0
14570,1
1016,1
10083,1
7664,0
10228,1
487,1
8315,0
8301,0
15336,0
9640,0
11141,0
13838,0
7733,0
11919,0
9596,0
10393,0
2155,0
7705,0
5140,0
11545,1
3709,0
1467,1
606,0
13754,0
1823,0
5831,1
6614,1
12538,0
3758,0
15388,0
7133,0
4954,0
15652,0
8603,0
13890,1
10155,1
5733,1
12651,1
12085,0
13894,0
10333,0
7265,1
9990,0
7163,1
12921,1
1176,0
11651,0
4013,0
10385,0
2224,1
4420,0
14347,0
9727,0
11450,1
8232,1
10339,0
14811,1
6393,0
15299,0
14348,1
5999,1
14411,1
14124,0
13804,0
5900,0
1495,1
3047,1
14999,1
11956,0
2506,1
3452,0
1692,1
4232,1
5310,0
286,0
6415,0
15389,1
2127,0
15930,0
6458,1
11001,0
10964,0
2997,0
13587,0
535,0
6090,1
13339,0
6042,0
4465,1
9493,0
11928,1
7589,0
10909,0
7234,0
13429,1
6117,1
12663,0
11259,0
12905,0
8996,0
13388,0
1884,0
15062,0
452,0
4094,1
7336,0
8882,1
6331,0
627,1
2246,1
3122,1
14269,0
9933,0
440,0
11357,0
3634,0
4994,1
4360,0
12457,0
4891,0
2872,0
14464,0
9864,0
15544,0
13809,0
4348,1
8320,0
6651,1
7192,0
15373,0
3713,0
12712,0
15787,1
15657,0
9173,0
4559,0
677,0
12938,0
8346,0
9664,1
8324,1
372,0
10302,0
9112,1
8733,0
12019,0
2067,0
7071,0
8667,0
11276,1
3312,0
14144,0
13592,0
2406,0
4599,0
2763,0
1976,1
23,0
11613,0
13111,1
5764,0
5989,0
12029,0
13228,0
1613,0
8604,0
15510,0
7362,0
4836,0
5327,1
4610,0
15871,0
13881,0
6702,1
14164,0
6520,0
12067,0
15025,0
12757,0
124,1
3517,0
5853,0
4990,1
8326,1
7823,0
8507,0
661,0
6382,1
9160,0
3123,1
5090,0
12945,1
5686,1
2655,1
8876,0
1985,1
5555,0
803,1
1198,0
15745,1
4538,1
11904,1
11534,1
11105,0
13493,0
6714,0
11115,0
2104,1
15838,1
13265,0
3598,0
10144,1
2858,0
7482,0
13135,0
14268,1
3329,0
14317,1
7006,1
10030,1
15125,0
13704,0
14542,1
12331,0
11563,0
8280,0
4443,0
13549,0
8259,0
3460,0
1564,0
1611,0
6282,0
4469,1
6008,1
10085,0
15548,0
409,0
8406,0
854,0
12237,0
10454,0
2110,1
13233,0
12372,0
3363,0
3227,0
4827,0
8190,0
15460,0
15488,0
10560,0
11507,0
4710,0
14108,0
3103,0
12374,0
907,0
14908,0
14837,0
12867,1
6900,0
15058,0
8664,0
15161,1
8365,1
1577,0
14880,0
8127,0
1101,0
3368,1
9120,0
14430,0
14612,1
13739,1
7187,0
1390,0
13608,0
9065,1
783,1
2340,1
11935,1
2327,0
4672,0
3691,0
7750,1
2229,0
5345,1
4694,1
13174,0
3656,1
12188,0
9977,1
9862,1
11275,1
8665,0
5896,0
5378,0
5619,1
1812,0
3805,0
4786,1
367,0
9171,1
5930,0
9221,0
6988,1
5670,0
6080,0
5621,0
11757,0
5336,0
8618,1
8949,1
10643,0
4124,0
5453,0
12976,1
14993,0
6602,0
8202,0
11506,0
10860,1
4912,0
10348,1
13980,1
4782,0
9240,0
13891,0
2470,0
3619,1
9958,0
6399,0
13831,0
15086,0
2399,1
10712,0
5318,1
4636,0
8152,0
7189,1
11437,0
13484,1
7459,0
943,1
580,0
7880,1
13034,1
14220,0
12143,1
7562,0
14832,0
10193,0
5945,0
1560,1
8335,1
6674,0
8526,1
14743,1
9106,1
14794,0
10469,1
5736,0
13143,1
11037,1
1324,1
2321,1
15536,0
10689,0
11376,0
10426,1
4951,0
958,1
9841,1
9844,0
13940,0
718,1
13245,1
629,0
12446,1
12942,0
12573,0
5844,1
10139,1
5543,0
11132,1
3871,1
14192,1
13619,1
2072,0
15550,0
4033,1
723,0
15481,0
1343,0
2036,1
8420,1
7075,0
13522,0
4769,0
10746,0
12026,1
4346,0
3522,1
6496,0
228,0
7322,1
567,1
12119,0
10832,0
1999,0
238,1
15382,0
3887,0
5480,1
7753,0
14525,1
1690,1
15805,1
6499,1
14762,1
537,0
11088,1
472,0
8133,0
6364,1
2305,0
1718,1
3876,0
3512,1
4568,0
4646,0
2289,0
3384,0
6640,0
5218,0
6605,1
1886,0
11016,1
15010,0
2435,0
9031,0
5721,0
2943,0
6234,0
15727,1
8359,1
9278,0
15541,0
7495,0
2524,0
9527,0
11058,1
11694,1
10215,0
12133,0
9722,0
1140,0
1596,0
2663,0
6060,0
3941,0
411,0
626,0
1400,0
5525,0
7020,0
13674,0
10587,0
4801,0
8541,0
14018,0
3683,0
13661,1
6295,0
13150,0
7268,0
13732,0
2710,1
10804,0
871,0
11277,0
5834,0
3407,1
5578,0
6477,0
6066,1
4017,1
14045,1
11318,1
9638,0
6375,0
6067,0
10074,1
14255,1
505,0
8717,0
12150,0
14860,1
198,0
11825,0
4562,0
15106,0
15546,0
12516,0
166,0
15717,0
1285,0
15222,0
10745,1
3121,0
6322,1
6689,1
7902,1
8291,0
11449,0
10981,1
11661,0
255,0
6984,1
10335,0
12358,0
7379,1
6487,1
12273,1
1126,0
4293,0
1389,1
14660,1
15435,1
3863,0
8143,0
1719,1
6257,0
6699,1
11844,1
12928,0
15279,0
5062,0
4143,0
8796,0
1411,0
12518,0
11411,0
10825,0
3839,1
10840,1
10388,0
2479,0
14332,0
9747,1
2672,1
3787,1
3,0
4450,0
8627,1
10273,1
6128,0
559,0
10308,0
15431,1
6043,0
13855,0
1553,0
9197,0
13428,1
7788,0
13769,0
14167,0
12948,0
607,1
1316,0
7,1
6106,1
14738,0
12124,1
5497,0
14702,0
8909,1
7450,1
7706,0
5005,0
1033,1
5461,1
8527,0
10721,1
7585,0
14550,1
12552,0
10669,0
11729,0
2023,0
12411,1
5227,0
9198,1
3186,0
896,0
1045,1
1704,1
4390,0
7390,0
4953,0
8830,0
9991,0
8757,1
6156,1
2664,0
2153,0
6088,1
5109,0
10933,1
7403,0
11338,0
5635,1
9930,0
3679,1
4048,0
7737,1
6105,0
4213,1
4019,1
7904,0
6707,0
6205,0
2891,0
8745,0
14530,0
15190,1
6347,0
11954,1
600,1
10555,1
14137,0
8576,0
6072,0
13551,1
11590,0
13971,1
5953,1
234,0
8477,0
6200,1
11242,0
5550,0
11098,0
5546,1
2768,0
8171,1
7261,0
8387,0
10599,0
15234,0
6407,0
4884,0
6464,0
14539,0
10827,1
3004,0
6032,0
11994,0
11910,1
8621,1
3079,1
12593,1
14100,0
12205,1
692,1
2372,0
11379,0
2090,0
4167,1
3449,0
9487,0
3852,0
11595,0
13733,0
5385,0
9911,0
4414,0
10443,1
9885,1
12071,1
11943,0
380,0
11328,1
4473,1
10055,0
6961,1
2330,0
7511,0
14201,1
15209,0
15903,0
4933,0
3561,0
3481,1
13285,0
5064,0
9232,0
4733,1
5839,1
13433,1
5104,0
1255,0
9867,1
6972,0
9624,0
11934,0
15636,1
11344,0
8453,0
13800,0
2658,0
6385,0
11161,0
2616,1
351,0
6837,1
6765,1
15684,1
11657,0
13466,0
8124,0
3707,1
8354,0
13167,1
13044,0
2553,1
6194,0
7716,1
10523,1
8564,0
6705,1
7775,1
12069,0
6998,0
11371,0
5580,1
13525,0
11769,1
1896,1
15492,1
10128,0
7781,0
1486,1
2977,1
6152,0
6952,0
13117,1
6321,0
10285,0
1025,0
9814,0
12579,0
5490,0
5407,0
12486,1
8693,0
1977,0
4428,1
12436,1
14827,0
14363,1
11165,0
2966,0
14482,1
2444,0
12063,0
4529,0
2499,1
7314,1
496,0
3420,0
3895,0
4045,0
6343,0
7338,1
6039,1
3928,1
1628,1
14267,1
3439,0
9961,0
4111,0
7809,0
13655,1
1187,0
11981,0
12904,0
10585,0
3748,0
4537,0
1186,0
14300,1
3622,0
5270,0
2865,1
3732,1
11022,0
14638,0
8266,0
8008,1
1862,0
4918,1
11399,1
10928,1
2693,1
6381,0
10617,1
12021,1
11192,1
14840,1
9947,0
3673,0
1857,1
4791,0
12834,0
14854,0
12222,0
70,1
8539,0
2856,1
14234,0
15678,0
1069,1
545,0
15410,0
8176,1
12943,0
4611,1
10014,0
15035,1
3128,0
11722,1
5012,0
14769,0
9954,0
1642,0
2264,1
13049,0
11639,0
10032,0
14200,0
8506,0
6476,1
9748,0
13660,0
9142,0
3503,1
7669,1
14187,1
3448,1
6481,0
13191,1
1310,0
7031,0
8150,1
4109,1
6134,0
9807,1
11107,1
2009,0
9817,0
10237,0
4995,0
5582,1
13264,0
1740,1
10953,0
2617,0
3105,1
9134,0
7924,0
9714,1
8516,0
7186,1
15904,0
7345,1
13737,0
4766,0
6225,0
13272,1
9803,0
1304,0
10474,1
14571,1
12381,0
10958,0
15007,1
3759,1
10258,0
645,1
10542,0
15999,0
15185,0
6244,1
12434,1
2414,0
15280,1
4140,1
7584,1
2341,0
11108,0
6888,1
7209,1
9937,0
5406,0
4442,0
815,0
7171,0
5441,1
2377,0
2558,1
2259,1
4885,0
10497,0
5816,0
7796,1
