index,age,education-num,capital-gain,capital-loss,hours-per-week,isWhite,native-country-United-States,marital-status-Married,isMale
3925,0.9837048918291817,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
8850,2.0100495592635585,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,1,1
23721,1.4235668921582003,-2.75219224885918,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,1,1
13065,0.6171532248883328,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
29462,-0.3358811091578742,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
970,-0.7757431094868928,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,1,0,0
31829,-0.40919144254604395,1.9121518914101778,-0.14591149219642616,-0.21665968310826073,1.9892525502651734,0,0,1,1
29976,0.4705325581119933,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.27839128738750196,1,1,1,1
6,0.9837048918291817,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,1,1
19957,-1.4355361099804207,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
31896,-0.7757431094868928,-0.8087155237469476,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,1,0,0
5267,-1.2156051098159115,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-2.3030732852916764,1,1,0,0
12752,1.203635891993691,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
30597,0.1772912245593142,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,-0.8453022468006708,1,1,0,1
3343,-1.362225776592251,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.1692513664653388,1,1,0,1
11361,-0.7757431094868928,-0.031324833702054584,0.8422539473109807,-0.21665968310826073,-0.03542944763900102,1,1,1,1
26524,-1.5821567767567604,-1.197410868769394,-0.14591149219642616,-0.21665968310826073,-2.3030732852916764,1,1,0,0
29306,0.03067055778297466,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,1,0,1
8467,0.32391189133565373,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,0
2949,-0.8490534428750626,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.12654511219333292,1,1,1,1
22448,-0.11595010899336489,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
14374,-0.9956741096514021,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
23663,1.2769462253818609,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,1.1793797511035036,1,1,1,1
25244,-1.0689844430395719,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
13591,-1.2889154432040812,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,1,0,1
616,0.8370842250528422,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.6833276869683368,1,1,1,1
32199,-0.9956741096514021,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
6890,-0.3358811091578742,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,0,0
21338,-0.6291224427105533,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
30796,-0.40919144254604395,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.2502386463815056,0,1,0,0
21273,0.32391189133565373,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-2.7080096848725113,1,1,1,0
17195,1.3502565587700306,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,1.1793797511035036,1,1,1,1
13834,-1.0689844430395719,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,1,1
5603,-1.1422947764277418,-1.197410868769394,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0,1
5129,0.10398089117114444,-1.5861062137918405,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,0,1
8705,-0.40919144254604395,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
7843,-0.26257077576970445,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,1,1
20585,2.0833598926517283,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,1,0,0
24063,0.8370842250528422,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,0.6124687916903347,1,1,1,1
14700,0.9103945584410119,-0.42002017872450104,0.8422539473109807,-0.21665968310826073,0.7744433515226687,1,1,1,1
15150,-0.8490534428750626,0.7460658563428383,0.4043631510151526,-0.21665968310826073,-0.03542944763900102,1,0,1,1
23580,-0.11595010899336489,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
14881,-0.26257077576970445,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,0,1,1
26288,-0.3358811091578742,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,1,1,1
27327,-0.5558121093223836,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,0,1
32481,-0.48250177593421373,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
28874,0.25060155794748395,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
3983,0.7637738916646724,-1.9748015588142869,-0.14591149219642616,-0.21665968310826073,-0.27839128738750196,0,1,0,1
5928,0.25060155794748395,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,1,1
22472,-0.48250177593421373,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,0,1,1,1
18805,1.2769462253818609,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
10700,-0.40919144254604395,1.1347612013652848,0.1522442076933121,-0.21665968310826073,0.7744433515226687,1,1,0,1
17977,-1.5088464433685906,-0.8087155237469476,-0.14591149219642616,-0.21665968310826073,-1.6551750459623404,1,1,0,1
28051,-0.7757431094868928,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
30190,2.2299805594280677,-1.5861062137918405,0.2972599908821903,-0.21665968310826073,0.36950695194183386,1,1,1,1
28107,-1.2889154432040812,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
26614,-0.5558121093223836,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
5085,-0.40919144254604395,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
5564,-1.5088464433685906,-1.5861062137918405,-0.14591149219642616,-0.21665968310826073,-0.8453022468006708,1,1,0,0
5036,-0.7757431094868928,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,1,1
30616,0.9837048918291817,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,1,1
10899,-0.6291224427105533,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
21026,0.7637738916646724,2.3008472364326242,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,1,1
4974,-0.702432776098723,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,1,1
4479,-0.6291224427105533,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,0,1,1
7917,-0.11595010899336489,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
16463,2.0833598926517283,-2.3634969038367335,-0.14591149219642616,-0.21665968310826073,-1.6551750459623404,1,1,0,0
20874,0.32391189133565373,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,1,0,0
6961,-0.18926044238153467,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
14243,0.1772912245593142,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
19931,0.03067055778297466,-1.5861062137918405,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
12228,-1.1422947764277418,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
9383,-1.1422947764277418,0.7460658563428383,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0,0
537,-0.5558121093223836,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,0,0
930,-1.4355361099804207,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-2.46504784512401,1,1,0,0
31698,0.32391189133565373,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,4.742820067414851,1,1,1,1
21748,2.4499115595925773,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-2.3030732852916764,1,1,1,1
20896,-0.40919144254604395,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
14969,-0.042639775605195114,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
19208,-1.2889154432040812,-0.031324833702054584,-0.003062144610743209,-0.21665968310826073,-0.6833276869683368,1,1,0,0
5212,-0.9223637762632324,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.6551750459623404,1,1,0,0
7986,-0.6291224427105533,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
9647,0.32391189133565373,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,0,1,1
5981,-1.4355361099804207,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
12295,-1.0689844430395719,0.7460658563428383,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
19225,-0.18926044238153467,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
19013,-0.9956741096514021,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,1,1
2826,-1.1422947764277418,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
31516,-1.0689844430395719,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
5520,0.3972222247238235,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,2.5561635096783424,1,1,1,1
14692,-0.6291224427105533,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
6231,3.7694975605796333,1.1347612013652848,1.2847484192635985,-0.21665968310826073,0.7744433515226687,1,1,1,1
13590,-0.042639775605195114,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,1,0,0
30020,0.5438428915001631,1.1347612013652848,0.8950608151388635,-0.21665968310826073,0.36950695194183386,1,1,1,1
12208,1.0570152252173515,-2.3634969038367335,-0.14591149219642616,-0.21665968310826073,4.742820067414851,1,1,1,1
6206,0.7637738916646724,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
28978,0.7637738916646724,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
29006,2.6698425597570865,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-1.9791241656270084,1,1,0,1
3855,-1.2156051098159115,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,0,0,1
10851,-0.3358811091578742,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.19740400747133496,1,1,0,0
10637,-1.5088464433685906,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.9791241656270084,1,1,0,0
48,-0.702432776098723,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,0.2075323921094999,1,1,0,1
5447,-0.26257077576970445,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,1.5843161506843384,0,1,0,1
4358,-1.2156051098159115,1.1347612013652848,1.0204432756737851,-0.21665968310826073,-0.03542944763900102,1,1,0,0
7165,0.03067055778297466,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0,1
23412,0.8370842250528422,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,1,0,0
11003,-0.5558121093223836,-1.197410868769394,-0.14591149219642616,-0.21665968310826073,-1.2502386463815056,1,1,0,1
28896,-0.5558121093223836,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
29646,0.25060155794748395,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,1,1
29152,-0.9956741096514021,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,1,0,1
25763,0.9837048918291817,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,1,1
6804,-0.26257077576970445,-0.031324833702054584,0.4043631510151526,-0.21665968310826073,-0.4403658472198359,1,1,1,1
28653,-0.5558121093223836,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0,1
19223,-0.9956741096514021,-2.75219224885918,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,0,1
5444,-0.48250177593421373,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,0,1
20437,-1.1422947764277418,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
25150,0.10398089117114444,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,0
10028,-0.40919144254604395,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
14674,0.6904635582765026,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,0.6124687916903347,1,1,0,0
5154,1.1303255586055212,-0.031324833702054584,1.2785199169044124,-0.21665968310826073,-0.8453022468006708,1,1,0,0
13610,-0.8490534428750626,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.8453022468006708,1,1,1,1
30266,-1.4355361099804207,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-2.3840605652078435,1,1,0,1
10729,0.25060155794748395,0.7460658563428383,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
28177,0.1772912245593142,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,1,1
23759,0.9103945584410119,-0.42002017872450104,-0.14591149219642616,4.466116172642742,-0.03542944763900102,1,1,1,1
28073,-0.702432776098723,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,1,0,0
6883,-0.26257077576970445,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,0.28851967202566686,1,1,1,0
4716,-0.3358811091578742,-0.42002017872450104,-0.14591149219642616,4.369333841760766,0.7744433515226687,1,1,1,1
26003,1.2769462253818609,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,1,1
30574,-1.1422947764277418,-0.031324833702054584,0.2057280866471934,-0.21665968310826073,0.7744433515226687,1,1,0,1
12144,1.8634288924872189,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-2.8699842447048454,1,1,1,1
17617,-0.9956741096514021,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-1.6551750459623404,1,1,0,0
21422,-0.9223637762632324,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
24119,-0.042639775605195114,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
30254,1.3502565587700306,-0.8087155237469476,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
22868,0.10398089117114444,1.5234565463877312,-0.14591149219642616,3.925127758994773,-0.03542944763900102,1,1,0,0
27262,-0.7757431094868928,-1.5861062137918405,-0.14591149219642616,-0.21665968310826073,-2.0601114455431753,1,1,0,0
27498,-0.3358811091578742,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,1,1
27889,-0.40919144254604395,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.2502386463815056,1,1,1,1
9684,-1.362225776592251,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.2502386463815056,1,1,0,1
7634,-0.5558121093223836,-1.5861062137918405,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
25046,0.6171532248883328,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,1,0,0
20911,0.25060155794748395,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
16306,-0.042639775605195114,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,1.5843161506843384,1,1,1,1
11455,0.9837048918291817,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,1,1
16373,-0.48250177593421373,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,0
4290,-0.48250177593421373,-0.8087155237469476,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,1,1
7649,0.32391189133565373,-1.197410868769394,-0.14591149219642616,-0.21665968310826073,1.5843161506843384,1,1,1,1
4805,-0.18926044238153467,-0.42002017872450104,1.0204432756737851,-0.21665968310826073,0.36950695194183386,1,1,0,1
675,-1.5821567767567604,-0.8087155237469476,-0.14591149219642616,-0.21665968310826073,-1.9791241656270084,1,1,0,1
30226,0.9837048918291817,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.6551750459623404,1,1,0,0
3828,0.10398089117114444,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,0.4504942318580008,1,1,1,1
3199,-0.11595010899336489,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,1.5843161506843384,1,0,0,1
12692,0.9103945584410119,-0.031324833702054584,-0.14591149219642616,4.466116172642742,-0.03542944763900102,1,1,1,1
10638,1.7168082257108794,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,1.5843161506843384,1,1,1,1
20996,-0.18926044238153467,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,2.3941889498460083,0,1,0,0
26762,1.7901185590990492,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,1,1,1
28053,-0.3358811091578742,1.1347612013652848,13.394175625548323,-0.21665968310826073,0.7744433515226687,1,1,0,1
20684,0.6904635582765026,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
1428,1.3502565587700306,-0.42002017872450104,-0.14591149219642616,4.466116172642742,-0.03542944763900102,1,1,1,1
8495,-1.2889154432040812,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
26504,-0.702432776098723,1.1347612013652848,1.6887886592595018,-0.21665968310826073,-0.4403658472198359,1,1,0,0
27012,-0.9223637762632324,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
31198,-0.7757431094868928,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,0.7744433515226687,1,1,0,1
6736,0.25060155794748395,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,0,1,1
22414,-1.1422947764277418,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-1.0882640865491717,1,1,0,0
53,0.6171532248883328,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,1.5843161506843384,1,1,0,1
1422,0.1772912245593142,-1.197410868769394,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
7875,0.3972222247238235,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,0,1,1,1
29049,-1.4355361099804207,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.2502386463815056,1,1,0,1
21406,-1.2156051098159115,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,-0.8453022468006708,1,1,0,0
10433,0.4705325581119933,1.9121518914101778,-0.14591149219642616,-0.21665968310826073,0.2075323921094999,1,1,0,0
12855,1.3502565587700306,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
7170,-1.0689844430395719,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-2.627022404956344,1,1,0,0
23961,0.1772912245593142,1.5234565463877312,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,1,1
19308,-0.11595010899336489,0.7460658563428383,-0.14591149219642616,4.101321233164525,0.36950695194183386,1,1,1,1
23931,1.7168082257108794,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,1.5843161506843384,1,1,1,1
30356,0.1772912245593142,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,0.36950695194183386,1,1,0,0
9683,1.57018755893454,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-0.4403658472198359,1,1,1,0
29571,-0.8490534428750626,-0.42002017872450104,0.14845294538772053,-0.21665968310826073,-0.03542944763900102,0,1,0,1
17296,-0.6291224427105533,1.1347612013652848,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
15898,-1.1422947764277418,-0.031324833702054584,0.1522442076933121,-0.21665968310826073,3.204061749007678,0,1,0,1
20529,-1.1422947764277418,-0.42002017872450104,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,1
7679,-1.1422947764277418,0.3573705113203919,-0.14591149219642616,-0.21665968310826073,-0.03542944763900102,1,1,0,0
22985,-1.362225776592251,-0.031324833702054584,-0.14591149219642616,-0.21665968310826073,-1.6551750459623404,1,1,0,0
